service_number,unit_id,unit_posting,service,rank,age,years_of_service,surge_exposure,latent_strain,label_positive
SYNTH-CRPF-11-990367,CRPF-11,internal security duty,crpf,Sub-Inspector,39,18,0.4328,0.248429,0
SYNTH-CRPF-11-754477,CRPF-11,internal security duty,crpf,Constable,26,2,0.8958,0.274683,0
SYNTH-CRPF-11-836264,CRPF-11,internal security duty,crpf,Assistant Commandant,48,25,0.7489,0.397252,0
SYNTH-CRPF-11-966694,CRPF-11,internal security duty,crpf,Head Constable,28,5,0.7827,0.095532,0
SYNTH-CRPF-11-856294,CRPF-11,internal security duty,crpf,Sub-Inspector,39,15,0.9325,0.150063,0
SYNTH-CRPF-11-413603,CRPF-11,internal security duty,crpf,Constable,24,3,0.8528,0.213497,0
SYNTH-CRPF-11-387117,CRPF-11,internal security duty,crpf,Sub-Inspector,38,16,0.5052,0.49796,0
SYNTH-CRPF-11-149873,CRPF-11,internal security duty,crpf,Inspector,44,20,0.9087,0.261377,0
SYNTH-CRPF-11-375950,CRPF-11,internal security duty,crpf,Sub-Inspector,37,17,0.9858,0.362252,0
SYNTH-CRPF-11-516489,CRPF-11,internal security duty,crpf,Inspector,44,23,0.5431,0.572906,1
SYNTH-CRPF-11-286633,CRPF-11,internal security duty,crpf,Assistant Commandant,51,28,0.7188,0.110757,0
SYNTH-CRPF-11-635385,CRPF-11,internal security duty,crpf,Head Constable,32,9,0.8998,0.422902,0
SYNTH-CRPF-11-519260,CRPF-11,internal security duty,crpf,Head Constable,28,6,0.3466,0.351206,0
SYNTH-CRPF-11-741573,CRPF-11,internal security duty,crpf,Sub-Inspector,40,18,0.7846,0.159167,0
SYNTH-CRPF-11-968572,CRPF-11,internal security duty,crpf,Head Constable,30,7,0.4627,0.161492,0
SYNTH-CRPF-11-630306,CRPF-11,internal security duty,crpf,Assistant Commandant,49,26,0.4363,0.158798,0
SYNTH-CRPF-11-774412,CRPF-11,internal security duty,crpf,Sub-Inspector,40,17,0.6034,0.145534,0
SYNTH-CRPF-11-944339,CRPF-11,internal security duty,crpf,Inspector,46,24,0.7751,0.491415,0
SYNTH-CRPF-11-743581,CRPF-11,internal security duty,crpf,Constable,24,2,0.5286,0.041873,0
SYNTH-CRPF-11-156473,CRPF-11,internal security duty,crpf,Assistant Commandant,49,25,0.5148,0.195442,0
SYNTH-CRPF-11-930692,CRPF-11,internal security duty,crpf,Constable,26,3,0.4929,0.046519,0
SYNTH-CRPF-11-178355,CRPF-11,internal security duty,crpf,Inspector,45,24,0.5095,0.430667,0
SYNTH-CRPF-11-820653,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,32,10,0.7474,0.390954,0
SYNTH-CRPF-11-209308,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,34,14,0.6464,0.115071,0
SYNTH-CRPF-11-760248,CRPF-11,internal security duty,crpf,Inspector,45,23,0.8353,0.433372,0
SYNTH-CRPF-11-329842,CRPF-11,internal security duty,crpf,Inspector,41,20,0.7148,0.405726,0
SYNTH-CRPF-11-461530,CRPF-11,internal security duty,crpf,Sub-Inspector,38,18,0.2436,0.073922,0
SYNTH-CRPF-11-362050,CRPF-11,internal security duty,crpf,Head Constable,28,8,0.7908,0.40493,0
SYNTH-CRPF-11-345358,CRPF-11,internal security duty,crpf,Head Constable,30,6,0.4607,0.009067,0
SYNTH-CRPF-11-102768,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,38,14,0.2521,0.292782,0
SYNTH-CRPF-11-794960,CRPF-11,internal security duty,crpf,Head Constable,27,7,0.2748,0.120154,0
SYNTH-CRPF-11-424989,CRPF-11,internal security duty,crpf,Head Constable,31,7,0.5921,0.311091,0
SYNTH-CRPF-11-175268,CRPF-11,internal security duty,crpf,Sub-Inspector,36,16,0.4468,0.423458,0
SYNTH-CRPF-11-445539,CRPF-11,internal security duty,crpf,Constable,25,4,0.2012,0.178089,0
SYNTH-CRPF-11-919612,CRPF-11,internal security duty,crpf,Inspector,42,20,0.8518,0.18005,0
SYNTH-CRPF-11-618376,CRPF-11,internal security duty,crpf,Assistant Commandant,48,26,0.0757,0.159697,0
SYNTH-CRPF-11-825019,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,34,10,0.5851,0.47547,0
SYNTH-CRPF-11-104642,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,33,10,0.9662,0.42474,0
SYNTH-CRPF-11-712923,CRPF-11,internal security duty,crpf,Inspector,43,23,0.7309,0.162644,0
SYNTH-CRPF-11-793001,CRPF-11,internal security duty,crpf,Inspector,44,22,0.5338,0.504584,0
SYNTH-CRPF-11-690023,CRPF-11,internal security duty,crpf,Constable,24,3,0.4047,0.194629,0
SYNTH-CRPF-11-628841,CRPF-11,internal security duty,crpf,Constable,25,2,0.7764,0.166543,0
SYNTH-CRPF-11-226345,CRPF-11,internal security duty,crpf,Head Constable,32,8,0.6473,0.350383,0
SYNTH-CRPF-11-402803,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,31,10,0.666,0.198987,0
SYNTH-CRPF-11-439270,CRPF-11,internal security duty,crpf,Sub-Inspector,37,15,0.4453,0.23139,0
SYNTH-CRPF-11-843638,CRPF-11,internal security duty,crpf,Assistant Commandant,48,26,0.963,0.24425,0
SYNTH-CRPF-11-526023,CRPF-11,internal security duty,crpf,Constable,27,3,0.8075,0.367016,0
SYNTH-CRPF-11-254422,CRPF-11,internal security duty,crpf,Constable,23,2,0.8097,0.120043,0
SYNTH-CRPF-11-958718,CRPF-11,internal security duty,crpf,Assistant Commandant,45,25,0.7163,0.233817,0
SYNTH-CRPF-11-366763,CRPF-11,internal security duty,crpf,Inspector,45,22,0.7507,0.213863,0
SYNTH-CRPF-11-730482,CRPF-11,internal security duty,crpf,Assistant Commandant,49,28,0.9194,0.270987,0
SYNTH-CRPF-11-796343,CRPF-11,internal security duty,crpf,Sub-Inspector,40,18,0.2286,0.42269,0
SYNTH-CRPF-11-313643,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,35,12,0.8473,0.48035,0
SYNTH-CRPF-11-883268,CRPF-11,internal security duty,crpf,Inspector,43,20,0.9203,0.575853,1
SYNTH-CRPF-11-326221,CRPF-11,internal security duty,crpf,Constable,24,3,0.1676,0.17533,0
SYNTH-CRPF-11-164951,CRPF-11,internal security duty,crpf,Head Constable,32,9,0.787,0.107239,0
SYNTH-CRPF-11-548009,CRPF-11,internal security duty,crpf,Head Constable,26,5,0.4319,0.508995,0
SYNTH-CRPF-11-610564,CRPF-11,internal security duty,crpf,Sub-Inspector,37,16,0.7327,0.136411,0
SYNTH-CRPF-11-563424,CRPF-11,internal security duty,crpf,Assistant Commandant,50,26,0.6944,0.374671,0
SYNTH-CRPF-11-624597,CRPF-11,internal security duty,crpf,Inspector,43,23,0.6217,0.4184,0
SYNTH-CRPF-11-988054,CRPF-11,internal security duty,crpf,Constable,23,2,0.8171,0.012849,0
SYNTH-CRPF-11-154349,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,36,12,0.6699,0.035149,0
SYNTH-CRPF-11-300402,CRPF-11,internal security duty,crpf,Assistant Sub-Inspector,34,11,0.6519,0.335097,0
SYNTH-CRPF-11-622394,CRPF-11,internal security duty,crpf,Head Constable,33,9,0.1776,0.148095,0
SYNTH-CRPF-12-279058,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,38,15,0.5995,0.107075,0
SYNTH-CRPF-12-818838,CRPF-12,left-wing extremism area,crpf,Inspector,43,21,0.2126,0.131262,0
SYNTH-CRPF-12-144328,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,32,12,0.6203,0.498475,0
SYNTH-CRPF-12-158291,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,31,11,0.2957,0.062565,0
SYNTH-CRPF-12-540412,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,38,15,0.8255,0.253776,0
SYNTH-CRPF-12-748575,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,34,11,0.5289,0.331978,0
SYNTH-CRPF-12-862674,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,36,12,0.7918,0.063694,0
SYNTH-CRPF-12-506511,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,37,13,0.78,0.157218,0
SYNTH-CRPF-12-793200,CRPF-12,left-wing extremism area,crpf,Assistant Commandant,46,25,0.7725,0.14789,0
SYNTH-CRPF-12-797364,CRPF-12,left-wing extremism area,crpf,Inspector,43,20,0.9589,0.355962,0
SYNTH-CRPF-12-521652,CRPF-12,left-wing extremism area,crpf,Head Constable,31,8,0.5437,0.657421,1
SYNTH-CRPF-12-898107,CRPF-12,left-wing extremism area,crpf,Head Constable,31,7,0.7547,0.528367,0
SYNTH-CRPF-12-266179,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,37,13,0.9116,0.265284,0
SYNTH-CRPF-12-604771,CRPF-12,left-wing extremism area,crpf,Constable,25,2,0.6955,0.218078,0
SYNTH-CRPF-12-631318,CRPF-12,left-wing extremism area,crpf,Head Constable,27,5,0.7345,0.205265,0
SYNTH-CRPF-12-725104,CRPF-12,left-wing extremism area,crpf,Inspector,43,22,0.8714,0.194035,0
SYNTH-CRPF-12-300096,CRPF-12,left-wing extremism area,crpf,Assistant Commandant,48,28,0.6626,0.491728,0
SYNTH-CRPF-12-971906,CRPF-12,left-wing extremism area,crpf,Inspector,43,21,0.5638,0.218419,0
SYNTH-CRPF-12-368027,CRPF-12,left-wing extremism area,crpf,Inspector,43,22,0.2603,0.285266,0
SYNTH-CRPF-12-544933,CRPF-12,left-wing extremism area,crpf,Inspector,46,22,0.7756,0.39833,0
SYNTH-CRPF-12-999071,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,31,11,0.5921,0.13884,0
SYNTH-CRPF-12-147812,CRPF-12,left-wing extremism area,crpf,Constable,24,3,0.4549,0.464735,0
SYNTH-CRPF-12-807700,CRPF-12,left-wing extremism area,crpf,Assistant Commandant,49,25,0.8718,0.414341,0
SYNTH-CRPF-12-492910,CRPF-12,left-wing extremism area,crpf,Constable,25,1,0.473,0.201405,0
SYNTH-CRPF-12-803994,CRPF-12,left-wing extremism area,crpf,Inspector,42,20,0.8771,0.393866,0
SYNTH-CRPF-12-249608,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,40,17,0.5531,0.197526,0
SYNTH-CRPF-12-305533,CRPF-12,left-wing extremism area,crpf,Inspector,44,21,0.6334,0.074816,0
SYNTH-CRPF-12-379352,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,34,11,0.7352,0.592443,1
SYNTH-CRPF-12-498588,CRPF-12,left-wing extremism area,crpf,Inspector,43,23,0.7835,0.133264,0
SYNTH-CRPF-12-156517,CRPF-12,left-wing extremism area,crpf,Inspector,44,23,0.799,0.459857,0
SYNTH-CRPF-12-607416,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,33,12,0.5111,0.14056,0
SYNTH-CRPF-12-969225,CRPF-12,left-wing extremism area,crpf,Constable,24,2,0.717,0.082473,0
SYNTH-CRPF-12-944702,CRPF-12,left-wing extremism area,crpf,Inspector,44,21,0.2216,0.316054,0
SYNTH-CRPF-12-352690,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,36,12,0.9588,0.332866,0
SYNTH-CRPF-12-900122,CRPF-12,left-wing extremism area,crpf,Inspector,41,21,0.6378,0.237549,0
SYNTH-CRPF-12-991417,CRPF-12,left-wing extremism area,crpf,Head Constable,25,5,0.8069,0.026606,0
SYNTH-CRPF-12-347870,CRPF-12,left-wing extremism area,crpf,Assistant Commandant,48,28,0.7032,0.312678,0
SYNTH-CRPF-12-480462,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,32,12,0.7698,0.171731,0
SYNTH-CRPF-12-222459,CRPF-12,left-wing extremism area,crpf,Constable,26,2,0.3241,0.109466,0
SYNTH-CRPF-12-226383,CRPF-12,left-wing extremism area,crpf,Assistant Commandant,49,28,0.325,0.187877,0
SYNTH-CRPF-12-329919,CRPF-12,left-wing extremism area,crpf,Assistant Commandant,47,25,0.6847,0.047823,0
SYNTH-CRPF-12-246288,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,37,16,0.1928,0.554924,1
SYNTH-CRPF-12-571141,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,40,17,0.9241,0.288743,0
SYNTH-CRPF-12-222239,CRPF-12,left-wing extremism area,crpf,Assistant Commandant,50,28,0.1991,0.162931,0
SYNTH-CRPF-12-832476,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,39,19,0.9875,0.215443,0
SYNTH-CRPF-12-301194,CRPF-12,left-wing extremism area,crpf,Constable,26,2,0.8635,0.187088,0
SYNTH-CRPF-12-878657,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,41,18,0.4211,0.331178,0
SYNTH-CRPF-12-641300,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,31,10,0.7717,0.38974,0
SYNTH-CRPF-12-604276,CRPF-12,left-wing extremism area,crpf,Head Constable,29,8,0.622,0.078621,0
SYNTH-CRPF-12-444065,CRPF-12,left-wing extremism area,crpf,Inspector,45,24,0.2654,0.188011,0
SYNTH-CRPF-12-306366,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,41,17,0.5794,0.011282,0
SYNTH-CRPF-12-391465,CRPF-12,left-wing extremism area,crpf,Inspector,47,23,0.9181,0.184407,0
SYNTH-CRPF-12-194233,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,38,16,0.5946,0.125293,0
SYNTH-CRPF-12-775832,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,35,15,0.4812,0.362622,0
SYNTH-CRPF-12-812143,CRPF-12,left-wing extremism area,crpf,Constable,23,1,0.35,0.259823,0
SYNTH-CRPF-12-449031,CRPF-12,left-wing extremism area,crpf,Head Constable,30,7,0.7515,0.208823,0
SYNTH-CRPF-12-424447,CRPF-12,left-wing extremism area,crpf,Inspector,44,22,0.6175,0.073881,0
SYNTH-CRPF-12-359262,CRPF-12,left-wing extremism area,crpf,Head Constable,28,8,0.6384,0.523772,0
SYNTH-CRPF-12-310611,CRPF-12,left-wing extremism area,crpf,Assistant Commandant,47,27,0.5723,0.373764,0
SYNTH-CRPF-12-708061,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,42,18,0.2191,0.264094,0
SYNTH-CRPF-12-700728,CRPF-12,left-wing extremism area,crpf,Constable,24,2,0.746,0.20354,0
SYNTH-CRPF-12-263403,CRPF-12,left-wing extremism area,crpf,Inspector,47,24,0.8503,0.118335,0
SYNTH-CRPF-12-597576,CRPF-12,left-wing extremism area,crpf,Head Constable,29,9,0.8668,0.13768,0
SYNTH-CRPF-12-911312,CRPF-12,left-wing extremism area,crpf,Assistant Commandant,49,28,0.4114,0.198148,0
SYNTH-CRPF-12-944719,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,36,15,0.5757,0.168374,0
SYNTH-CRPF-12-513646,CRPF-12,left-wing extremism area,crpf,Head Constable,29,5,0.2615,0.197865,0
SYNTH-CRPF-12-276955,CRPF-12,left-wing extremism area,crpf,Inspector,40,20,0.7657,0.049486,0
SYNTH-CRPF-12-819980,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,34,10,0.6858,0.290956,0
SYNTH-CRPF-12-121057,CRPF-12,left-wing extremism area,crpf,Constable,26,2,0.3741,0.047627,0
SYNTH-CRPF-12-780053,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,38,18,0.3679,0.154774,0
SYNTH-CRPF-12-308327,CRPF-12,left-wing extremism area,crpf,Inspector,45,22,0.4911,0.387804,0
SYNTH-CRPF-12-827611,CRPF-12,left-wing extremism area,crpf,Inspector,45,23,0.6122,0.235119,0
SYNTH-CRPF-12-383804,CRPF-12,left-wing extremism area,crpf,Constable,24,2,0.5324,0.068334,0
SYNTH-CRPF-12-590333,CRPF-12,left-wing extremism area,crpf,Constable,24,2,0.5856,0.578412,1
SYNTH-CRPF-12-669471,CRPF-12,left-wing extremism area,crpf,Inspector,47,24,0.4378,0.272919,0
SYNTH-CRPF-12-883018,CRPF-12,left-wing extremism area,crpf,Inspector,43,23,0.6246,0.171661,0
SYNTH-CRPF-12-795538,CRPF-12,left-wing extremism area,crpf,Head Constable,27,6,0.6076,0.160455,0
SYNTH-CRPF-12-291777,CRPF-12,left-wing extremism area,crpf,Head Constable,32,9,0.9992,0.194088,0
SYNTH-CRPF-12-688186,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,38,17,0.4018,0.197442,0
SYNTH-CRPF-12-615629,CRPF-12,left-wing extremism area,crpf,Head Constable,29,7,0.9058,0.72788,1
SYNTH-CRPF-12-328788,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,37,13,0.8227,0.216638,0
SYNTH-CRPF-12-310739,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,34,13,0.871,0.19785,0
SYNTH-CRPF-12-431180,CRPF-12,left-wing extremism area,crpf,Head Constable,27,5,0.8925,0.102856,0
SYNTH-CRPF-12-448961,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,39,17,0.6993,0.213958,0
SYNTH-CRPF-12-459071,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,40,17,0.115,0.283536,0
SYNTH-CRPF-12-756620,CRPF-12,left-wing extremism area,crpf,Inspector,46,24,0.6623,0.075292,0
SYNTH-CRPF-12-680103,CRPF-12,left-wing extremism area,crpf,Assistant Commandant,46,26,0.8587,0.186981,0
SYNTH-CRPF-12-233250,CRPF-12,left-wing extremism area,crpf,Assistant Commandant,49,27,0.6676,0.193325,0
SYNTH-CRPF-12-654811,CRPF-12,left-wing extremism area,crpf,Constable,24,1,0.5441,0.378002,0
SYNTH-CRPF-12-270460,CRPF-12,left-wing extremism area,crpf,Constable,25,2,0.8089,0.185284,0
SYNTH-CRPF-12-274849,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,32,10,0.9471,0.176064,0
SYNTH-CRPF-12-319883,CRPF-12,left-wing extremism area,crpf,Head Constable,29,9,0.9415,0.332201,0
SYNTH-CRPF-12-980960,CRPF-12,left-wing extremism area,crpf,Assistant Commandant,45,25,0.4193,0.112616,0
SYNTH-CRPF-12-332268,CRPF-12,left-wing extremism area,crpf,Constable,24,1,0.3195,0.332098,0
SYNTH-CRPF-12-843550,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,33,11,0.3941,0.241164,0
SYNTH-CRPF-12-821148,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,39,16,0.8403,0.046459,0
SYNTH-CRPF-12-506440,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,39,16,0.334,0.122393,0
SYNTH-CRPF-12-175471,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,36,14,0.8628,0.303267,0
SYNTH-CRPF-12-785949,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,40,19,0.7197,0.183976,0
SYNTH-CRPF-12-751219,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,41,18,0.5005,0.136871,0
SYNTH-CRPF-12-705318,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,38,16,0.7262,0.11914,0
SYNTH-CRPF-12-932665,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,38,16,0.6663,0.321425,0
SYNTH-CRPF-12-743366,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,37,17,0.8919,0.070976,0
SYNTH-CRPF-12-811910,CRPF-12,left-wing extremism area,crpf,Inspector,40,20,0.9171,0.274046,0
SYNTH-CRPF-12-218004,CRPF-12,left-wing extremism area,crpf,Constable,21,1,0.6702,0.133725,0
SYNTH-CRPF-12-849182,CRPF-12,left-wing extremism area,crpf,Assistant Commandant,50,26,0.7921,0.045134,0
SYNTH-CRPF-12-405231,CRPF-12,left-wing extremism area,crpf,Inspector,44,24,0.6175,0.215077,0
SYNTH-CRPF-12-941933,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,31,10,0.8545,0.104071,0
SYNTH-CRPF-12-244485,CRPF-12,left-wing extremism area,crpf,Assistant Commandant,45,25,0.6176,0.158099,0
SYNTH-CRPF-12-975005,CRPF-12,left-wing extremism area,crpf,Constable,23,1,0.3943,0.122763,0
SYNTH-CRPF-12-611026,CRPF-12,left-wing extremism area,crpf,Assistant Commandant,50,27,0.8542,0.111568,0
SYNTH-CRPF-12-359448,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,34,11,0.8988,0.106098,0
SYNTH-CRPF-12-308888,CRPF-12,left-wing extremism area,crpf,Inspector,43,21,0.2662,0.235903,0
SYNTH-CRPF-12-993178,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,33,13,0.3906,0.258883,0
SYNTH-CRPF-12-534720,CRPF-12,left-wing extremism area,crpf,Inspector,44,23,0.7038,0.157288,0
SYNTH-CRPF-12-138265,CRPF-12,left-wing extremism area,crpf,Assistant Commandant,47,25,0.9441,0.135406,0
SYNTH-CRPF-12-190556,CRPF-12,left-wing extremism area,crpf,Inspector,42,21,0.4262,0.296008,0
SYNTH-CRPF-12-935148,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,39,16,0.9278,0.149295,0
SYNTH-CRPF-12-671927,CRPF-12,left-wing extremism area,crpf,Assistant Commandant,49,27,0.9622,0.046536,0
SYNTH-CRPF-12-696985,CRPF-12,left-wing extremism area,crpf,Head Constable,31,7,0.9218,0.271343,0
SYNTH-CRPF-12-820600,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,35,15,0.9005,0.16665,0
SYNTH-CRPF-12-136098,CRPF-12,left-wing extremism area,crpf,Head Constable,29,5,0.4909,0.291232,0
SYNTH-CRPF-12-363911,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,33,12,0.5969,0.428425,0
SYNTH-CRPF-12-888809,CRPF-12,left-wing extremism area,crpf,Assistant Commandant,48,27,0.3849,0.101286,0
SYNTH-CRPF-12-224709,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,35,14,0.3165,0.350005,0
SYNTH-CRPF-12-154248,CRPF-12,left-wing extremism area,crpf,Constable,22,2,0.7469,0.093478,0
SYNTH-CRPF-12-102373,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,34,13,0.6364,0.309817,0
SYNTH-CRPF-12-315614,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,38,18,0.2973,0.186386,0
SYNTH-CRPF-12-817060,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,34,10,0.9459,0.352167,0
SYNTH-CRPF-12-319400,CRPF-12,left-wing extremism area,crpf,Inspector,41,20,0.5808,0.004254,0
SYNTH-CRPF-12-905533,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,31,11,0.6953,0.386002,0
SYNTH-CRPF-12-167561,CRPF-12,left-wing extremism area,crpf,Assistant Sub-Inspector,35,11,0.4219,0.057464,0
SYNTH-CRPF-12-465668,CRPF-12,left-wing extremism area,crpf,Assistant Commandant,47,25,0.8615,0.025441,0
SYNTH-CRPF-12-162505,CRPF-12,left-wing extremism area,crpf,Sub-Inspector,41,17,0.5002,0.140547,0
SYNTH-CRPF-12-249544,CRPF-12,left-wing extremism area,crpf,Inspector,43,20,0.7914,0.328569,0
SYNTH-CRPF-12-233601,CRPF-12,left-wing extremism area,crpf,Head Constable,28,5,0.8856,0.247101,0
SYNTH-CRPF-12-259872,CRPF-12,left-wing extremism area,crpf,Head Constable,29,7,0.2875,0.220388,0
SYNTH-CRPF-12-746116,CRPF-12,left-wing extremism area,crpf,Head Constable,29,6,0.6367,0.261069,0
SYNTH-CRPF-12-308336,CRPF-12,left-wing extremism area,crpf,Constable,23,1,0.2491,0.5954,1
SYNTH-CRPF-12-114825,CRPF-12,left-wing extremism area,crpf,Inspector,44,20,0.831,0.257072,0
